0.000000000000000000e+00 5.247226856313200183e-02 8.247972354952454177e-02 1.566404715174144055e-03 -3.723788289859111117e-03 6.363907090593594502e-03 -4.715281495382680176e-03 -2.820836251052102027e-03 2.815940388871552864e-03 5.679027115869943101e-04
1.000000000000000056e-01 -1.551237704359307024e-01 -6.587384701899037798e-02 -2.710995096071493193e-02 -4.079761120834380500e-02 -4.535147668062911204e-03 -2.757704815404440207e-02 -1.102657024268998906e-02 -9.739946586839267478e-03 -7.412565729164814765e-03
2.000000000000000111e-01 -6.072899143193416505e-02 2.488936022814395091e-02 1.040420544218041005e-02 -2.152644660707286189e-03 -4.059036449529572488e-02 -9.486879922508014568e-03 -1.400209773414043228e-02 -1.629226563247042694e-02 -1.664562583848726990e-02
3.000000000000000444e-01 -1.187244758857853300e-01 -1.045619922796232337e-01 -5.649595041869252821e-02 -5.211075270854919478e-02 -3.226268492396847098e-02 -1.658304374262878356e-02 -1.585305944971406034e-02 -1.973217767036946485e-02 -2.176798390469670413e-02
4.000000000000000222e-01 1.590606093382900543e-01 -5.486297305059953389e-02 4.258047479623702780e-03 -4.779534388015614643e-03 -3.539880991192509430e-02 -1.717313427049588573e-02 -2.300455999687944092e-02 -2.149456102821990094e-02 -2.360592481762605055e-02
5.000000000000000000e-01 -1.949508658601505420e-02 -3.553077176703844237e-03 -6.966261127063760189e-03 -3.068150024968471432e-02 -2.813773337747912245e-02 -2.965993845140975360e-02 -2.023023876901800314e-02 -2.181906860490304134e-02 -2.097517734026880035e-02
6.000000000000000888e-01 -3.536635291054272129e-02 6.906835616814630679e-03 -3.097767801849040520e-02 -3.464302066627177046e-02 -2.567880084833709664e-02 -8.086185457241606631e-03 -1.539679980428895062e-02 -1.681030489174528686e-02 -1.982534869051353482e-02
7.000000000000000666e-01 -5.065141574469427671e-02 3.570313753958206243e-02 -6.424373933323168466e-03 -2.918193261050447060e-02 -4.805177189946587858e-03 -1.057051496109366953e-02 -6.944550696690413548e-03 -9.642306705784819271e-03 -1.342222292738552529e-02
8.000000000000000444e-01 1.274604825965222898e-01 -1.173880265007207629e-01 9.398232017136879876e-03 -2.403807110059958882e-02 -1.129119611341560751e-03 -9.690968364137483512e-03 -1.815463526791352526e-03 -3.223305943195141875e-03 -4.019453438199939964e-03
9.000000000000000222e-01 -1.072887939277712560e-01 -5.330926622064192238e-02 -7.631895906247725819e-03 2.767948219406231314e-02 -6.546447565913431077e-03 3.931498233185766987e-03 8.038851968609865561e-03 5.955294696613436939e-03 3.982210988577897411e-03
1.000000000000000000e+00 -5.036050885476774097e-02 3.056765596334359153e-02 4.154536827629198847e-02 1.219691702635793996e-02 2.233335746752347639e-02 9.800729848351907164e-03 2.073536984766669033e-02 1.449175727302608359e-02 1.573105815419563458e-02
1.100000000000000089e+00 -4.837000066688638966e-02 5.732482522382689738e-03 8.204031802822440989e-03 1.783890651286326734e-03 1.900402616747092627e-02 3.104191775516662241e-02 3.370770868012448046e-02 2.871088629567916661e-02 2.719513581876457572e-02
1.200000000000000178e+00 -2.270540055861815232e-02 1.982324739684670351e-02 4.248671382665797358e-03 5.182738206299837558e-02 3.828482129163765513e-02 4.926145088829503998e-02 4.374452362131378558e-02 4.214426584163409595e-02 4.114730891852708128e-02
1.300000000000000044e+00 6.298868423711138920e-02 1.778582124793508940e-02 1.095852006598933143e-02 4.833463568194280163e-02 6.238330038920587850e-02 6.241558888390538740e-02 5.937126508425039084e-02 5.437354319367652261e-02 5.672851866364328477e-02
1.400000000000000133e+00 4.680312986307316736e-02 8.665381330173795027e-02 5.581654935369588511e-02 4.119116502120580975e-02 6.835934032080594192e-02 7.508821879976018687e-02 7.276606067526306121e-02 6.988130907249980039e-02 7.006228084081699004e-02
1.500000000000000000e+00 2.919032798922052141e-01 1.698657361190686610e-01 1.092962569193835221e-01 8.487269364415604700e-02 8.115368093883458533e-02 8.577946372688927124e-02 8.709872203936967761e-02 8.524416035438953099e-02 8.726593328645562697e-02
1.600000000000000089e+00 -8.186913990201810654e-02 1.055577243541216681e-01 1.139856475532135122e-01 7.342497751965290642e-02 8.981915124131434336e-02 9.899243682048293469e-02 9.889490127272568265e-02 1.052923826822124848e-01 1.022955037823140706e-01
1.700000000000000178e+00 2.511108951624244634e-01 1.387792228661621496e-01 1.055994054704259694e-01 1.154883218120904970e-01 1.130069213258005356e-01 1.237117969899940162e-01 1.228503434908751607e-01 1.165444062967105621e-01 1.181596085585616407e-01
1.800000000000000044e+00 8.716423262657274629e-02 1.703714516915679211e-01 1.143230480035337948e-01 1.513596761733231322e-01 1.398668928275621504e-01 1.311740519597788257e-01 1.323902564964508644e-01 1.317299422586130087e-01 1.315675587951460057e-01
1.900000000000000133e+00 2.522954485640654942e-02 1.366679903278802122e-01 1.530669026341680283e-01 1.420588289876651977e-01 1.503079729965386135e-01 1.494140578949834097e-01 1.443937379033876922e-01 1.494783516240504595e-01 1.462806305133741158e-01
2.000000000000000000e+00 2.331180217782587438e-01 1.797581844243188731e-01 1.441613031480609985e-01 1.682862928808526171e-01 1.690722436501468362e-01 1.542205304117194309e-01 1.581623167918956019e-01 1.592299331915731087e-01 1.569113335790321140e-01
2.100000000000000089e+00 2.616076499309614722e-01 1.354270994972247011e-01 2.278306044296715960e-01 1.748754155864023774e-01 1.762615586348013352e-01 1.690218334834374114e-01 1.629333744056762068e-01 1.725028587158796423e-01 1.723085580821192286e-01
2.200000000000000178e+00 2.616694295124261105e-01 1.370084938388111129e-01 1.698584908726183118e-01 2.003622199300357232e-01 1.896161185718407138e-01 1.865152493528100530e-01 1.849461919332423820e-01 1.827177215178602820e-01 1.833400201288991893e-01
2.300000000000000266e+00 1.259878275635021860e-01 2.576909999328654277e-01 2.838877300135384529e-01 1.896454866136406681e-01 1.976596311315645116e-01 1.962108379357800081e-01 1.952421133401127940e-01 1.929687896871567221e-01 1.934913488291366557e-01
2.400000000000000355e+00 1.362372518029796864e-01 1.800381736920957931e-01 2.156580664924136748e-01 2.130892476148424364e-01 2.038170270503003312e-01 2.018216282950510143e-01 1.996842604134472787e-01 1.986550454146197020e-01 2.023037457162312480e-01
2.500000000000000000e+00 3.010351692335872520e-01 8.533484106744299025e-02 1.486891151101921993e-01 2.022205472851946184e-01 1.909596150761063982e-01 1.973260269155933389e-01 2.073278991943414973e-01 2.061628016677853892e-01 2.063943921848323815e-01
2.600000000000000089e+00 2.203216671629782408e-01 2.691651443097144436e-01 1.724742822955781241e-01 2.173088056926874845e-01 1.967719920446621973e-01 2.086813439982254381e-01 2.104562068877302572e-01 2.096200042067747071e-01 2.098558712920606251e-01
2.700000000000000178e+00 2.142452066051899195e-01 2.189392155463373013e-01 2.270202061721380560e-01 2.163531110385387146e-01 2.109591561038124397e-01 2.117820117131424817e-01 2.073713455209106327e-01 2.084461698311165789e-01 2.100656019069055969e-01
2.800000000000000266e+00 1.916226731473384959e-01 1.960513721406563770e-01 2.089891692576343885e-01 1.926847489675840852e-01 2.046180821599926369e-01 2.084954774401074906e-01 2.036815490930085626e-01 2.062432768492344082e-01 2.072772247604559859e-01
2.900000000000000355e+00 2.372716009306889140e-01 2.110293813565370102e-01 1.965072888658779549e-01 2.092638471432262670e-01 2.226953810270353995e-01 2.186368415749938565e-01 2.033106841205152837e-01 2.042046137688268981e-01 2.027216963177333742e-01
3.000000000000000000e+00 6.304178667897428201e-02 2.653303308557249385e-01 1.631213061357525418e-01 1.939926134697216309e-01 2.002191854360650669e-01 1.875432189154387919e-01 1.961740962755379736e-01 1.971130922213503722e-01 1.971676660897803968e-01
3.100000000000000089e+00 1.072385406615676273e-01 1.843902617197478166e-01 1.713765727528475669e-01 1.958211450467963466e-01 1.832220170893653355e-01 1.877192547768841702e-01 1.836512304725245459e-01 1.864745817849053633e-01 1.863266948242667809e-01
3.200000000000000178e+00 1.691080890950778515e-01 1.349347302633891466e-01 1.770368587391210891e-01 1.975055783539478305e-01 1.842296168349856766e-01 1.844823743085219625e-01 1.686570966401939320e-01 1.692568247521970271e-01 1.714001543545193296e-01
3.300000000000000266e+00 1.956199475222058504e-01 2.044329101220979938e-01 1.828547839151432042e-01 1.407618880101457748e-01 1.486250834926815534e-01 1.498768022572565528e-01 1.587146944257011028e-01 1.592849110062767859e-01 1.554446770955420498e-01
3.400000000000000355e+00 9.991453251949750092e-02 1.752112651687491862e-01 9.293975300915174875e-02 1.536006587739219831e-01 1.587388953116578572e-01 1.445643370727556776e-01 1.360695370977768326e-01 1.320112332941616173e-01 1.355660815240591899e-01
3.500000000000000000e+00 1.235197670715428298e-01 1.155367382036310980e-01 1.593981249056893867e-01 1.027667668667080619e-01 1.248094950727449554e-01 1.051322537340171198e-01 1.147807230584665938e-01 1.134586324164095772e-01 1.150265159543651661e-01
3.600000000000000089e+00 4.557780609129785665e-03 1.115630694099457171e-01 7.836387870684252688e-02 8.885150184304044241e-02 8.864101163150610307e-02 8.524889892807706315e-02 8.583270054766581336e-02 8.991604212561914167e-02 9.023090275109160729e-02
3.700000000000000178e+00 1.772585391609145244e-01 1.282828434527779060e-01 2.908185439986256393e-02 4.973557146714778499e-02 6.012335412553965891e-02 6.086459946328028059e-02 6.220641257263680862e-02 6.071176653985134453e-02 6.110942502431231799e-02
3.800000000000000266e+00 3.708725580671572847e-02 5.118835196790495756e-02 2.633699951244171389e-02 2.908859868804236984e-02 2.340025306214780360e-02 3.364188886834851289e-02 2.650217216075765117e-02 2.955588827631555615e-02 3.104557448810496209e-02
3.900000000000000355e+00 6.648178495676231037e-02 6.997908369799885064e-02 -5.936511133539613960e-02 -1.319481913859228521e-02 -1.677539579413052373e-02 -2.926125876069145954e-03 5.292799826594719696e-03 -2.343787414001723048e-03 -7.524066302721907264e-04
4.000000000000000000e+00 2.218567690449516072e-02 1.227642479476385995e-02 -8.158100407515836427e-02 3.973075127177004562e-03 -6.738123412974933446e-02 -3.569522001876079820e-02 -3.827769602363151336e-02 -3.663850099911278996e-02 -3.756198275548183751e-02
4.100000000000000533e+00 7.598409720471713258e-02 -6.861505621869831706e-02 -7.894004174775538785e-02 -7.555282225512099936e-02 -8.629660324642324243e-02 -7.207317003703066216e-02 -7.657311880071215882e-02 -7.656631294180701874e-02 -7.617958109129584210e-02
4.200000000000000178e+00 -1.406080404950312002e-01 -2.229215820841038698e-01 -5.954082985796496641e-02 -9.696357627100599119e-02 -1.294614999670585243e-01 -1.162188696016013406e-01 -1.101378426765461660e-01 -1.167337070308226560e-01 -1.138156930868477468e-01
4.299999999999999822e+00 -1.220418647085500657e-01 -1.950563314678774307e-01 -1.520701269745192152e-01 -1.462799792863090920e-01 -1.530032450531541022e-01 -1.525830189773609014e-01 -1.524471963572363586e-01 -1.575093937142153788e-01 -1.549754463901336643e-01
4.400000000000000355e+00 -3.533144612964634335e-01 -2.505345826846581692e-01 -1.821435520501147876e-01 -2.010629651415857255e-01 -2.070257433643841183e-01 -1.926426193743355220e-01 -1.999377520355901383e-01 -2.003227513204811350e-01 -1.993672526890348240e-01
4.500000000000000000e+00 -3.544140486315958682e-01 -2.027373008675186772e-01 -2.362047582049083549e-01 -2.491606135428621471e-01 -2.458637361253558085e-01 -2.307603763540930497e-01 -2.399069175348736704e-01 -2.436045471836591203e-01 -2.450285305765317612e-01
4.600000000000000533e+00 -3.867139738005190841e-01 -2.924199448429448123e-01 -2.697115055211605772e-01 -2.618382099613161818e-01 -2.875368831373306677e-01 -2.902158587995525840e-01 -2.901440673342304266e-01 -2.941661121617647479e-01 -2.891238378599559899e-01
4.700000000000000178e+00 -3.142352500759610368e-01 -3.827181707205877803e-01 -3.018689803994559773e-01 -3.615900309520780342e-01 -2.997318737096091312e-01 -3.245354520042147972e-01 -3.365940233919832436e-01 -3.356481369765973999e-01 -3.340666027076148459e-01
4.800000000000000711e+00 -4.258312545573905705e-01 -3.234447743640694872e-01 -3.732923877803999146e-01 -3.836960782650495894e-01 -3.720439461315302454e-01 -3.863802182257318196e-01 -3.874970095524593039e-01 -3.802516892854188590e-01 -3.796364771498588198e-01
4.900000000000000355e+00 -2.485615714035420698e-01 -4.775507541716603188e-01 -4.967664568716255724e-01 -4.262256961816720535e-01 -4.233587843661748007e-01 -4.224773030744722324e-01 -4.257516828881618975e-01 -4.284127668623062268e-01 -4.280699701729399065e-01
5.000000000000000000e+00 -2.872430170908507607e-01 -4.193502895142433573e-01 -4.377694546121306818e-01 -4.486919111231858492e-01 -4.847113407071448887e-01 -4.881407425959828350e-01 -4.770350119852937998e-01 -4.763049726505612091e-01 -4.770177447959833561e-01
5.100000000000000533e+00 -5.480671691424460201e-01 -4.702133413473821855e-01 -5.820760281860752894e-01 -5.484797171993645026e-01 -5.128936641759922477e-01 -5.184682173505342773e-01 -5.232073881928764880e-01 -5.217255818746748819e-01 -5.203966865898608241e-01
5.200000000000000178e+00 -6.014183132451720315e-01 -5.335862904265092910e-01 -5.437321426591279483e-01 -5.579460494235116697e-01 -5.663495642693833210e-01 -5.707653391166310763e-01 -5.655746011124638262e-01 -5.701421927553742552e-01 -5.700104373186691831e-01
5.300000000000000711e+00 -6.859490516626615131e-01 -6.141473699534611974e-01 -6.521960496837879706e-01 -6.221958551794561920e-01 -6.048951965667886954e-01 -6.141560890253268123e-01 -6.121821662824941113e-01 -6.148636877445801119e-01 -6.139734813181582096e-01
5.400000000000000355e+00 -6.217931033673480545e-01 -6.883845434720977652e-01 -6.222163616923457319e-01 -6.331560227191974644e-01 -6.571677456602736944e-01 -6.559578570459481117e-01 -6.526395594995252347e-01 -6.565192438146905118e-01 -6.569701576258879516e-01
5.500000000000000000e+00 -5.831825750202582759e-01 -7.132712444104216676e-01 -6.936705231903083080e-01 -7.031204778126537436e-01 -6.983698895620634728e-01 -7.087070213180622913e-01 -7.002259691798071728e-01 -6.990005894923321250e-01 -7.003892894306553707e-01
5.600000000000000533e+00 -7.913633529035095648e-01 -6.886802303276468029e-01 -7.936734342265376885e-01 -7.382081642432314350e-01 -7.216308715866754930e-01 -7.512890766541039378e-01 -7.387196017100814416e-01 -7.417197787867482184e-01 -7.400724897536337110e-01
5.700000000000000178e+00 -8.120691863085662821e-01 -6.862378045520657333e-01 -8.362929854390278583e-01 -8.060431135656991319e-01 -7.845650178160311627e-01 -7.919791952309370719e-01 -7.803873384494343091e-01 -7.821559632436678733e-01 -7.789957092004996531e-01
5.800000000000000711e+00 -7.954344031287978734e-01 -9.107928762587553795e-01 -8.381597742288359187e-01 -8.395689551871363676e-01 -8.196649885496617438e-01 -8.157011191461929211e-01 -8.161367219253287120e-01 -8.192224540064916294e-01 -8.182078970983630573e-01
5.900000000000000355e+00 -9.322217732251174560e-01 -8.447582903625698858e-01 -8.079350419926217830e-01 -8.421073665556761956e-01 -8.591137251057555657e-01 -8.507834313584049513e-01 -8.507440240209502846e-01 -8.513244790153554620e-01 -8.524734163208380622e-01
6.000000000000000000e+00 -1.095562202202180258e+00 -9.270871097242869840e-01 -8.915349697427168429e-01 -8.880596160034449627e-01 -8.973501289095671130e-01 -8.842747031248622269e-01 -8.857105830933404977e-01 -8.856237805203918123e-01 -8.847095315340851585e-01
6.100000000000000533e+00 -7.363816726228782361e-01 -8.855992711117011140e-01 -9.323760206758840985e-01 -9.161381325746110749e-01 -9.134787377630388949e-01 -9.184663527034888642e-01 -9.155920853686674299e-01 -9.140944348256494489e-01 -9.140908863404327844e-01
6.200000000000000178e+00 -7.990629015941576041e-01 -9.072919303133275548e-01 -9.610973109747920073e-01 -9.798987613613716618e-01 -9.587858945671537958e-01 -9.475911271043642170e-01 -9.436822777348577995e-01 -9.425133168996825406e-01 -9.422295587006254136e-01
6.300000000000000711e+00 -1.000557608668096066e+00 -9.859106536842192625e-01 -9.788054368381133852e-01 -1.002131188676186779e+00 -9.669430030250886210e-01 -9.579604152268855755e-01 -9.604978623689658379e-01 -9.653170655344424089e-01 -9.660686496207304685e-01
6.400000000000000355e+00 -1.213475049692049001e+00 -1.058183268009607936e+00 -1.020301516454194424e+00 -9.822366020664317077e-01 -9.950857742215049040e-01 -9.773612682360738324e-01 -9.851895685614810994e-01 -9.866897021548490798e-01 -9.887770071177451880e-01
6.500000000000000000e+00 -1.232653145520781868e+00 -1.110699037148735080e+00 -9.632538305999098771e-01 -1.004396701400081637e+00 -9.946569048844215999e-01 -9.998663839784013296e-01 -1.002137128566728652e+00 -1.004693783306029209e+00 -1.006011288857838526e+00
6.600000000000000533e+00 -9.666461383216052861e-01 -9.865808999921942268e-01 -9.975837816528606572e-01 -9.926570990568943653e-01 -1.024536603019708059e+00 -1.020620794005132836e+00 -1.022331885528606321e+00 -1.021149532498585089e+00 -1.019055552847567325e+00
6.700000000000000178e+00 -9.268447147241829498e-01 -1.026649427781642032e+00 -1.018173823477455331e+00 -1.022033671192553950e+00 -1.020085443448874196e+00 -1.028729105189810422e+00 -1.033430754080075564e+00 -1.030819056309598913e+00 -1.033387199166487358e+00
6.800000000000000711e+00 -9.910718340467706833e-01 -1.128998702195674442e+00 -1.001717679155714524e+00 -1.048935634333276301e+00 -1.039350538229402376e+00 -1.047933666240242534e+00 -1.039908820991483074e+00 -1.040320620600443613e+00 -1.040734315806121524e+00
6.900000000000000355e+00 -1.098465288429367748e+00 -1.103746315130806677e+00 -9.760385312203869734e-01 -1.037100345704943916e+00 -1.032143139277779786e+00 -1.051038850082455456e+00 -1.046729712964477699e+00 -1.049588702440254373e+00 -1.046525549394804466e+00
